occ_code,title,zone,cert_importance,cert_normalized
29-1131.00,Veterinarians,5,4.51,3.5038759689922476
29-1141.00,Registered Nurses,4,3.74,2.708010335917313
29-1141.01,Acute Care Nurses,4,3.62,2.5839793281653747
29-1141.02,Advanced Practice Psychiatric Nurses,5,4.91,3.917312661498708
29-1141.03,Critical Care Nurses,4,3.36,2.3152454780361755
29-1141.04,Clinical Nurse Specialists,5,4.86,3.8656330749354004
29-1151.00,Nurse Anesthetists,5,4.93,3.9379844961240305
29-1161.00,Nurse Midwives,5,4.82,3.8242894056847545
29-1171.00,Nurse Practitioners,5,4.78,3.7829457364341086
29-1181.00,Audiologists,5,4.41,3.400516795865633
29-1211.00,Anesthesiologists,5,2.615,1.5452196382428942
29-1212.00,Cardiologists,5,2.615,1.5452196382428942
29-1213.00,Dermatologists,5,4.48,3.472868217054264
29-1214.00,Emergency Medicine Physicians,5,4.97,3.9793281653746764
29-1215.00,Family Medicine Physicians,5,4.98,3.9896640826873386
29-1216.00,General Internal Medicine Physicians,5,4.69,3.6899224806201554
29-1217.00,Neurologists,5,2.615,1.5452196382428942
29-1218.00,Obstetricians and Gynecologists,5,4.96,3.9689922480620154
29-1221.00,"Pediatricians, General",5,4.73,3.7312661498708013
29-1222.00,"Physicians, Pathologists",5,4.96,3.9689922480620154
29-1223.00,Psychiatrists,5,2.615,1.5452196382428942
29-1224.00,Radiologists,5,4.88,3.886304909560723
29-1229.01,Allergists and Immunologists,5,3.81,2.780361757105943
29-1229.02,Hospitalists,5,4.0,2.9767441860465116
29-1229.03,Urologists,5,4.87,3.875968992248062
29-1229.04,Physical Medicine and Rehabilitation Physicians,5,2.615,1.5452196382428942
29-1229.05,Preventive Medicine Physicians,5,4.95,3.958656330749354
29-1229.06,Sports Medicine Physicians,5,2.615,1.5452196382428942
29-1241.00,"Ophthalmologists, Except Pediatric",5,4.67,3.6692506459948317
29-1242.00,"Orthopedic Surgeons, Except Pediatric",5,2.615,1.5452196382428942
29-1243.00,Pediatric Surgeons,5,2.615,1.5452196382428942
29-1291.00,Acupuncturists,5,4.48,3.472868217054264
29-1292.00,Dental Hygienists,3,4.78,3.7829457364341086
29-1299.01,Naturopathic Physicians,5,4.48,3.472868217054264
29-1299.02,Orthoptists,5,4.75,3.751937984496124
29-2011.00,Medical and Clinical Laboratory Technologists,4,4.17,3.1524547803617566
29-2011.01,Cytogenetic Technologists,4,4.14,3.121447028423772
29-2011.02,Cytotechnologists,5,4.95,3.958656330749354
29-2011.04,Histotechnologists,4,4.14,3.121447028423772
29-2012.00,Medical and Clinical Laboratory Technicians,3,2.615,1.5452196382428942
29-2012.01,Histology Technicians,3,3.68,2.645994832041344
29-2031.00,Cardiovascular Technologists and Technicians,3,2.615,1.5452196382428942
29-2032.00,Diagnostic Medical Sonographers,3,2.615,1.5452196382428942
29-2033.00,Nuclear Medicine Technologists,3,2.615,1.5452196382428942
29-2034.00,Radiologic Technologists and Technicians,3,4.62,3.6175710594315245
29-2035.00,Magnetic Resonance Imaging Technologists,3,4.55,3.5452196382428935
29-2036.00,Medical Dosimetrists,4,4.6,3.596899224806201
29-2042.00,Emergency Medical Technicians,3,2.615,1.5452196382428942
29-2043.00,Paramedics,3,2.615,1.5452196382428942
29-2051.00,Dietetic Technicians,3,4.21,3.193798449612403
29-2052.00,Pharmacy Technicians,3,3.74,2.708010335917313
29-2053.00,Psychiatric Technicians,3,3.33,2.284237726098191
29-2055.00,Surgical Technologists,3,2.615,1.5452196382428942
29-2056.00,Veterinary Technologists and Technicians,3,2.98,1.9224806201550386
29-2057.00,Ophthalmic Medical Technicians,3,3.68,2.645994832041344
29-2061.00,Licensed Practical and Licensed Vocational Nurses,3,4.17,3.1524547803617566
29-2072.00,Medical Records Specialists,3,2.615,1.5452196382428942
29-2081.00,"Opticians, Dispensing",3,3.67,2.635658914728682
29-2091.00,Orthotists and Prosthetists,5,4.76,3.762273901808785
29-2092.00,Hearing Aid Specialists,3,4.98,3.9896640826873386
29-2099.01,Neurodiagnostic Technologists,3,4.58,3.5762273901808785
29-2099.05,Ophthalmic Medical Technologists,3,4.2,3.1834625322997416
29-2099.08,Patient Representatives,3,2.58,1.5090439276485788
29-9021.00,Health Information Technologists and Medical Registrars,3,2.615,1.5452196382428942
29-9091.00,Athletic Trainers,5,4.48,3.472868217054264
29-9092.00,Genetic Counselors,5,2.615,1.5452196382428942
29-9093.00,Surgical Assistants,3,2.615,1.5452196382428942
29-9099.01,Midwives,5,4.91,3.917312661498708
31-1121.00,Home Health Aides,2,2.615,1.5452196382428942
31-1122.00,Personal Care Aides,2,3.78,2.7493540051679584
31-1131.00,Nursing Assistants,3,3.76,2.728682170542635
31-1132.00,Orderlies,2,2.615,1.5452196382428942
31-1133.00,Psychiatric Aides,2,2.61,1.540051679586563
31-2011.00,Occupational Therapy Assistants,3,4.19,3.1731266149870803
31-2012.00,Occupational Therapy Aides,3,2.83,1.767441860465116
31-2021.00,Physical Therapist Assistants,3,4.74,3.7416020671834627
31-2022.00,Physical Therapist Aides,2,2.46,1.3850129198966405
31-9011.00,Massage Therapists,3,4.54,3.534883720930232
31-9091.00,Dental Assistants,3,3.29,2.242894056847545
31-9092.00,Medical Assistants,3,2.95,1.8914728682170543
31-9093.00,Medical Equipment Preparers,2,2.615,1.5452196382428942
31-9094.00,Medical Transcriptionists,3,2.32,1.2403100775193796
31-9095.00,Pharmacy Aides,2,2.615,1.5452196382428942
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,2,2.03,0.940568475452196
31-9097.00,Phlebotomists,3,3.77,2.739018087855297
31-9099.01,Speech-Language Pathology Assistants,3,4.7,3.7002583979328163
31-9099.02,Endoscopy Technicians,2,2.69,1.6227390180878551
33-1011.00,First-Line Supervisors of Correctional Officers,3,2.9,1.8397932816537466
33-1012.00,First-Line Supervisors of Police and Detectives,2,2.9,1.8397932816537466
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,3,2.615,1.5452196382428942
33-1091.00,First-Line Supervisors of Security Workers,2,3.76,2.728682170542635
33-2011.00,Firefighters,3,2.615,1.5452196382428942
33-2021.00,Fire Inspectors and Investigators,3,4.23,3.214470284237726
33-2022.00,Forest Fire Inspectors and Prevention Specialists,3,2.615,1.5452196382428942
33-3011.00,Bailiffs,3,2.98,1.9224806201550386
33-3012.00,Correctional Officers and Jailers,2,2.54,1.4677002583979326
33-3021.00,Detectives and Criminal Investigators,3,2.615,1.5452196382428942
33-3021.02,Police Identification and Records Officers,3,3.28,2.2325581395348832
33-3021.06,Intelligence Analysts,4,2.39,1.3126614987080103
33-3031.00,Fish and Game Wardens,4,2.615,1.5452196382428942
33-3041.00,Parking Enforcement Workers,2,2.615,1.5452196382428942
33-3051.00,Police and Sheriff's Patrol Officers,3,2.615,1.5452196382428942
33-3051.04,Customs and Border Protection Officers,3,2.615,1.5452196382428942
33-3052.00,Transit and Railroad Police,3,2.615,1.5452196382428942
33-9011.00,Animal Control Workers,2,3.35,2.304909560723514
33-9021.00,Private Detectives and Investigators,3,2.615,1.5452196382428942
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,2,2.02,0.9302325581395348
33-9032.00,Security Guards,2,2.71,1.643410852713178
33-9091.00,Crossing Guards and Flaggers,2,2.615,1.5452196382428942
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",2,3.71,2.677002583979328
33-9093.00,Transportation Security Screeners,2,2.615,1.5452196382428942
33-9094.00,School Bus Monitors,2,2.615,1.5452196382428942
33-9099.02,Retail Loss Prevention Specialists,2,2.615,1.5452196382428942
35-1011.00,Chefs and Head Cooks,3,2.96,1.9018087855297157
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,2,2.33,1.2506459948320412
35-2011.00,"Cooks, Fast Food",1,1.49,0.3824289405684753
35-2012.00,"Cooks, Institution and Cafeteria",2,2.15,1.0645994832041341
35-2013.00,"Cooks, Private Household",3,2.88,1.8191214470284236
35-2014.00,"Cooks, Restaurant",2,1.66,0.5581395348837207
35-2015.00,"Cooks, Short Order",2,1.73,0.6304909560723513
35-2021.00,Food Preparation Workers,2,1.65,0.5478036175710592
35-3011.00,Bartenders,2,2.615,1.5452196382428942
35-3023.00,Fast Food and Counter Workers,1,1.74,0.6408268733850128
35-3023.01,Baristas,1,2.615,1.5452196382428942
35-3031.00,Waiters and Waitresses,2,2.0,0.9095607235142118
35-3041.00,"Food Servers, Nonrestaurant",2,1.92,0.8268733850129197
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,1,1.71,0.6098191214470282
35-9021.00,Dishwashers,1,1.48,0.37209302325581384
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",1,1.99,0.8992248062015502
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,2,1.9,0.8062015503875967
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",3,2.94,1.8811369509043925
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",3,2.42,1.3436692506459946
37-2012.00,Maids and Housekeeping Cleaners,1,1.78,0.6821705426356588
37-2021.00,Pest Control Workers,2,2.615,1.5452196382428942
37-3011.00,Landscaping and Groundskeeping Workers,1,2.615,1.5452196382428942
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",2,2.615,1.5452196382428942
37-3013.00,Tree Trimmers and Pruners,2,2.615,1.5452196382428942
39-1013.00,First-Line Supervisors of Gambling Services Workers,2,2.615,1.5452196382428942
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",2,2.615,1.5452196382428942
39-1022.00,First-Line Supervisors of Personal Service Workers,3,3.24,2.1912144702842378
39-2011.00,Animal Trainers,2,2.615,1.5452196382428942
39-2021.00,Animal Caretakers,2,1.7,0.5994832041343667
39-3011.00,Gambling Dealers,2,2.03,0.940568475452196
39-3012.00,Gambling and Sports Book Writers and Runners,2,2.615,1.5452196382428942
39-3021.00,Motion Picture Projectionists,2,1.29,0.1757105943152454
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",2,2.615,1.5452196382428942
39-3091.00,Amusement and Recreation Attendants,1,1.12,0.0
39-3092.00,Costume Attendants,2,2.615,1.5452196382428942
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",2,2.615,1.5452196382428942
39-4011.00,Embalmers,3,3.89,2.863049095607235
39-4012.00,Crematory Operators,2,2.615,1.5452196382428942
39-4021.00,Funeral Attendants,2,2.2,1.1162790697674418
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",3,4.2,3.1834625322997416
39-5011.00,Barbers,3,2.615,1.5452196382428942
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",3,2.615,1.5452196382428942
39-5091.00,"Makeup Artists, Theatrical and Performance",3,2.67,1.602067183462532
39-5092.00,Manicurists and Pedicurists,2,2.615,1.5452196382428942
39-5093.00,Shampooers,2,2.615,1.5452196382428942
39-5094.00,Skincare Specialists,3,4.32,3.30749354005168
39-6011.00,Baggage Porters and Bellhops,2,1.91,0.8165374677002581
39-6012.00,Concierges,2,1.95,0.8578811369509042
39-7011.00,Tour Guides and Escorts,3,2.1,1.0129198966408268
39-7012.00,Travel Guides,2,2.02,0.9302325581395348
39-9011.00,Childcare Workers,2,2.615,1.5452196382428942
39-9011.01,Nannies,2,2.44,1.3643410852713176
39-9031.00,Exercise Trainers and Group Fitness Instructors,3,4.67,3.6692506459948317
39-9032.00,Recreation Workers,4,2.615,1.5452196382428942
39-9041.00,Residential Advisors,3,1.9,0.8062015503875967
41-1011.00,First-Line Supervisors of Retail Sales Workers,2,2.12,1.0335917312661498
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,4,2.31,1.2299741602067182
41-2011.00,Cashiers,2,1.29,0.1757105943152454
41-2012.00,Gambling Change Persons and Booth Cashiers,2,1.31,0.19638242894056843
41-2021.00,Counter and Rental Clerks,2,1.63,0.5271317829457361
41-2022.00,Parts Salespersons,2,1.97,0.8785529715762272
41-2031.00,Retail Salespersons,2,2.615,1.5452196382428942
41-3011.00,Advertising Sales Agents,4,1.72,0.6201550387596898
41-3021.00,Insurance Sales Agents,4,3.58,2.5426356589147288
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",4,2.615,1.5452196382428942
41-3041.00,Travel Agents,3,2.615,1.5452196382428942
41-3091.00,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",2,2.615,1.5452196382428942
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",4,2.615,1.5452196382428942
41-4011.07,Solar Sales Representatives and Assessors,3,2.11,1.0232558139534882
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",4,1.61,0.5064599483204134
41-9011.00,Demonstrators and Product Promoters,2,2.615,1.5452196382428942
41-9012.00,Models,2,2.615,1.5452196382428942
41-9021.00,Real Estate Brokers,4,2.615,1.5452196382428942
41-9022.00,Real Estate Sales Agents,3,4.14,3.121447028423772
41-9031.00,Sales Engineers,4,1.74,0.6408268733850128
41-9041.00,Telemarketers,2,1.21,0.09302325581395333
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",1,2.615,1.5452196382428942
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,3,2.615,1.5452196382428942
43-2011.00,"Switchboard Operators, Including Answering Service",2,1.46,0.3514211886304908
43-2021.00,Telephone Operators,2,1.61,0.5064599483204134
43-3011.00,Bill and Account Collectors,2,1.52,0.41343669250645987
43-3021.00,Billing and Posting Clerks,3,2.615,1.5452196382428942
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",3,2.615,1.5452196382428942
43-3041.00,Gambling Cage Workers,2,1.74,0.6408268733850128
43-3051.00,Payroll and Timekeeping Clerks,3,1.9,0.8062015503875967
43-3061.00,Procurement Clerks,2,2.25,1.1679586563307491
43-3071.00,Tellers,2,2.615,1.5452196382428942
43-4011.00,Brokerage Clerks,3,2.615,1.5452196382428942
43-4021.00,Correspondence Clerks,2,1.9,0.8062015503875967
43-4031.00,"Court, Municipal, and License Clerks",2,2.615,1.5452196382428942
43-4041.00,"Credit Authorizers, Checkers, and Clerks",2,2.615,1.5452196382428942
43-4051.00,Customer Service Representatives,2,1.76,0.6614987080103358
43-4061.00,"Eligibility Interviewers, Government Programs",3,2.08,0.9922480620155039
43-4071.00,File Clerks,2,2.08,0.9922480620155039
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",2,2.615,1.5452196382428942
43-4111.00,"Interviewers, Except Eligibility and Loan",3,2.0,0.9095607235142118
43-4121.00,"Library Assistants, Clerical",2,1.76,0.6614987080103358
43-4131.00,Loan Interviewers and Clerks,3,2.615,1.5452196382428942
43-4141.00,New Accounts Clerks,3,1.99,0.8992248062015502
43-4151.00,Order Clerks,2,2.76,1.6950904392764854
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",3,2.09,1.002583979328165
43-4171.00,Receptionists and Information Clerks,2,1.82,0.7235142118863048
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,2,2.615,1.5452196382428942
43-5011.00,Cargo and Freight Agents,2,2.19,1.1059431524547803
43-5011.01,Freight Forwarders,2,2.18,1.0956072351421189
43-5021.00,Couriers and Messengers,2,2.615,1.5452196382428942
43-5031.00,Public Safety Telecommunicators,2,3.46,2.4186046511627906
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",2,2.09,1.002583979328165
43-5041.00,"Meter Readers, Utilities",2,2.615,1.5452196382428942
43-5051.00,Postal Service Clerks,2,2.615,1.5452196382428942
43-5052.00,Postal Service Mail Carriers,2,2.615,1.5452196382428942
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",2,2.615,1.5452196382428942
43-5061.00,"Production, Planning, and Expediting Clerks",2,1.84,0.7441860465116279
43-5071.00,"Shipping, Receiving, and Inventory Clerks",2,1.44,0.3307493540051678
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",2,2.615,1.5452196382428942
43-6011.00,Executive Secretaries and Executive Administrative Assistants,3,2.615,1.5452196382428942
43-6012.00,Legal Secretaries and Administrative Assistants,3,1.96,0.8682170542635658
43-6013.00,Medical Secretaries and Administrative Assistants,2,1.76,0.6614987080103358
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",2,2.1,1.0129198966408268
43-9021.00,Data Entry Keyers,2,2.615,1.5452196382428942
43-9022.00,Word Processors and Typists,2,2.615,1.5452196382428942
43-9031.00,Desktop Publishers,3,2.615,1.5452196382428942
43-9041.00,Insurance Claims and Policy Processing Clerks,2,2.615,1.5452196382428942
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",2,2.615,1.5452196382428942
43-9061.00,"Office Clerks, General",2,2.615,1.5452196382428942
43-9071.00,"Office Machine Operators, Except Computer",2,2.615,1.5452196382428942
43-9081.00,Proofreaders and Copy Markers,4,2.615,1.5452196382428942
43-9111.00,Statistical Assistants,4,2.615,1.5452196382428942
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",3,2.615,1.5452196382428942
45-2011.00,Agricultural Inspectors,2,2.615,1.5452196382428942
45-2021.00,Animal Breeders,2,2.615,1.5452196382428942
45-2041.00,"Graders and Sorters, Agricultural Products",1,2.615,1.5452196382428942
45-2091.00,Agricultural Equipment Operators,1,2.615,1.5452196382428942
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1,2.615,1.5452196382428942
45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2,2.615,1.5452196382428942
45-3031.00,Fishing and Hunting Workers,1,2.5,1.4263565891472867
45-4011.00,Forest and Conservation Workers,2,2.36,1.2816537467700255
45-4021.00,Fallers,1,2.615,1.5452196382428942
45-4022.00,Logging Equipment Operators,1,2.615,1.5452196382428942
45-4023.00,Log Graders and Scalers,2,2.615,1.5452196382428942
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,3,3.04,1.9844961240310077
47-1011.03,Solar Energy Installation Managers,3,2.96,1.9018087855297157
47-2011.00,Boilermakers,2,1.86,0.7648578811369509
47-2021.00,Brickmasons and Blockmasons,2,2.615,1.5452196382428942
47-2022.00,Stonemasons,2,1.49,0.3824289405684753
47-2031.00,Carpenters,2,2.53,1.457364341085271
47-2041.00,Carpet Installers,2,2.615,1.5452196382428942
47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",2,2.615,1.5452196382428942
47-2043.00,Floor Sanders and Finishers,1,1.75,0.6511627906976742
47-2044.00,Tile and Stone Setters,2,1.38,0.26873385012919876
47-2051.00,Cement Masons and Concrete Finishers,1,2.3,1.2196382428940564
47-2053.00,Terrazzo Workers and Finishers,2,2.615,1.5452196382428942
47-2061.00,Construction Laborers,2,2.83,1.767441860465116
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",2,2.41,1.3333333333333333
47-2072.00,Pile Driver Operators,2,2.615,1.5452196382428942
47-2073.00,Operating Engineers and Other Construction Equipment Operators,2,2.13,1.0439276485788112
47-2081.00,Drywall and Ceiling Tile Installers,2,2.615,1.5452196382428942
47-2082.00,Tapers,2,2.615,1.5452196382428942
47-2111.00,Electricians,3,2.47,1.3953488372093024
47-2121.00,Glaziers,2,2.03,0.940568475452196
47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",2,2.615,1.5452196382428942
47-2132.00,"Insulation Workers, Mechanical",2,2.62,1.5503875968992247
47-2141.00,"Painters, Construction and Maintenance",2,1.77,0.6718346253229973
47-2142.00,Paperhangers,2,2.615,1.5452196382428942
47-2151.00,Pipelayers,1,2.16,1.074935400516796
47-2152.00,"Plumbers, Pipefitters, and Steamfitters",3,3.64,2.6046511627906974
47-2152.04,Solar Thermal Installers and Technicians,3,2.615,1.5452196382428942
47-2161.00,Plasterers and Stucco Masons,1,2.615,1.5452196382428942
47-2171.00,Reinforcing Iron and Rebar Workers,2,2.615,1.5452196382428942
47-2181.00,Roofers,2,2.615,1.5452196382428942
47-2211.00,Sheet Metal Workers,2,2.6,1.5297157622739017
47-2221.00,Structural Iron and Steel Workers,2,2.615,1.5452196382428942
47-2231.00,Solar Photovoltaic Installers,2,2.76,1.6950904392764854
47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",2,2.615,1.5452196382428942
47-3012.00,Helpers--Carpenters,2,2.615,1.5452196382428942
47-3013.00,Helpers--Electricians,2,3.27,2.222222222222222
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",1,2.615,1.5452196382428942
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",2,2.615,1.5452196382428942
47-3016.00,Helpers--Roofers,2,2.615,1.5452196382428942
47-4011.00,Construction and Building Inspectors,3,4.2,3.1834625322997416
47-4011.01,Energy Auditors,3,3.38,2.3359173126614983
47-4021.00,Elevator and Escalator Installers and Repairers,3,2.615,1.5452196382428942
47-4031.00,Fence Erectors,2,2.615,1.5452196382428942
47-4041.00,Hazardous Materials Removal Workers,3,2.615,1.5452196382428942
47-4051.00,Highway Maintenance Workers,2,2.615,1.5452196382428942
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,2,2.615,1.5452196382428942
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,1,2.615,1.5452196382428942
47-4091.00,Segmental Pavers,2,2.615,1.5452196382428942
47-4099.03,Weatherization Installers and Technicians,2,3.13,2.077519379844961
47-5011.00,"Derrick Operators, Oil and Gas",1,2.615,1.5452196382428942
47-5012.00,"Rotary Drill Operators, Oil and Gas",2,2.615,1.5452196382428942
47-5013.00,"Service Unit Operators, Oil and Gas",2,2.615,1.5452196382428942
47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining",2,2.615,1.5452196382428942
47-5023.00,"Earth Drillers, Except Oil and Gas",2,2.615,1.5452196382428942
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",2,2.615,1.5452196382428942
47-5041.00,Continuous Mining Machine Operators,2,2.615,1.5452196382428942
47-5043.00,"Roof Bolters, Mining",2,2.615,1.5452196382428942
47-5044.00,"Loading and Moving Machine Operators, Underground Mining",2,2.615,1.5452196382428942
47-5051.00,"Rock Splitters, Quarry",1,2.615,1.5452196382428942
47-5071.00,"Roustabouts, Oil and Gas",1,1.75,0.6511627906976742
47-5081.00,Helpers--Extraction Workers,2,2.615,1.5452196382428942
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",3,2.27,1.1886304909560723
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",3,2.615,1.5452196382428942
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",3,2.68,1.6124031007751938
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",3,2.615,1.5452196382428942
49-2091.00,Avionics Technicians,3,2.615,1.5452196382428942
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",3,2.615,1.5452196382428942
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",3,2.615,1.5452196382428942
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",3,2.93,1.8708010335917313
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",3,2.615,1.5452196382428942
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",3,2.615,1.5452196382428942
49-2097.00,Audiovisual Equipment Installers and Repairers,3,1.9,0.8062015503875967
49-2098.00,Security and Fire Alarm Systems Installers,3,2.615,1.5452196382428942
49-3011.00,Aircraft Mechanics and Service Technicians,3,4.34,3.328165374677002
49-3021.00,Automotive Body and Related Repairers,2,2.07,0.981912144702842
49-3022.00,Automotive Glass Installers and Repairers,2,2.615,1.5452196382428942
49-3023.00,Automotive Service Technicians and Mechanics,3,2.29,1.2093023255813953
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,3,2.77,1.7054263565891472
49-3041.00,Farm Equipment Mechanics and Service Technicians,3,2.45,1.3746770025839794
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",3,2.615,1.5452196382428942
49-3043.00,Rail Car Repairers,2,2.615,1.5452196382428942
49-3051.00,Motorboat Mechanics and Service Technicians,3,2.615,1.5452196382428942
49-3052.00,Motorcycle Mechanics,3,3.5,2.4599483204134365
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,2,2.615,1.5452196382428942
49-3091.00,Bicycle Repairers,2,2.615,1.5452196382428942
49-3092.00,Recreational Vehicle Service Technicians,2,2.69,1.6227390180878551
49-3093.00,Tire Repairers and Changers,2,2.615,1.5452196382428942
49-9011.00,Mechanical Door Repairers,2,2.615,1.5452196382428942
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",3,2.615,1.5452196382428942
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",3,3.66,2.6253229974160206
49-9031.00,Home Appliance Repairers,2,2.615,1.5452196382428942
49-9041.00,Industrial Machinery Mechanics,3,2.25,1.1679586563307491
49-9043.00,"Maintenance Workers, Machinery",3,2.31,1.2299741602067182
49-9044.00,Millwrights,2,2.73,1.664082687338501
49-9045.00,"Refractory Materials Repairers, Except Brickmasons",2,2.615,1.5452196382428942
49-9051.00,Electrical Power-Line Installers and Repairers,2,2.33,1.2506459948320412
49-9052.00,Telecommunications Line Installers and Repairers,2,2.615,1.5452196382428942
49-9061.00,Camera and Photographic Equipment Repairers,3,2.615,1.5452196382428942
49-9062.00,Medical Equipment Repairers,3,2.13,1.0439276485788112
49-9063.00,Musical Instrument Repairers and Tuners,3,2.59,1.51937984496124
49-9064.00,Watch and Clock Repairers,3,2.615,1.5452196382428942
49-9071.00,"Maintenance and Repair Workers, General",3,1.92,0.8268733850129197
49-9081.00,Wind Turbine Service Technicians,3,2.76,1.6950904392764854
49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",2,2.615,1.5452196382428942
49-9092.00,Commercial Divers,3,2.615,1.5452196382428942
49-9094.00,Locksmiths and Safe Repairers,2,2.58,1.5090439276485788
49-9095.00,Manufactured Building and Mobile Home Installers,2,2.615,1.5452196382428942
49-9096.00,Riggers,2,2.615,1.5452196382428942
49-9097.00,Signal and Track Switch Repairers,3,1.23,0.11369509043927635
49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",2,2.6,1.5297157622739017
49-9099.01,Geothermal Technicians,2,2.2,1.1162790697674418
51-1011.00,First-Line Supervisors of Production and Operating Workers,3,2.04,0.9509043927648578
51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",2,2.615,1.5452196382428942
51-2021.00,"Coil Winders, Tapers, and Finishers",2,2.615,1.5452196382428942
51-2022.00,Electrical and Electronic Equipment Assemblers,2,2.615,1.5452196382428942
51-2023.00,Electromechanical Equipment Assemblers,2,2.615,1.5452196382428942
51-2031.00,Engine and Other Machine Assemblers,2,2.615,1.5452196382428942
51-2041.00,Structural Metal Fabricators and Fitters,2,1.91,0.8165374677002581
51-2051.00,Fiberglass Laminators and Fabricators,2,1.79,0.6925064599483203
51-2061.00,Timing Device Assemblers and Adjusters,2,2.615,1.5452196382428942
51-2092.00,Team Assemblers,2,1.67,0.5684754521963822
51-3011.00,Bakers,2,2.615,1.5452196382428942
51-3021.00,Butchers and Meat Cutters,2,2.615,1.5452196382428942
51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",1,2.615,1.5452196382428942
51-3023.00,Slaughterers and Meat Packers,2,2.615,1.5452196382428942
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",2,2.615,1.5452196382428942
51-3092.00,Food Batchmakers,2,2.51,1.436692506459948
51-3093.00,Food Cooking Machine Operators and Tenders,2,1.56,0.4547803617571059
